intent,pertanyaan,jawaban,pertanyaan_clean
salam,assalamualaikum petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum petugas
salam,sore customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",sore customer service
salam,selamat siang minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang minta tolong
salam,sore pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",sore pln
salam,permisi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi
salam,selamat siang cs butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang cs butuh informasi
salam,sore petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",sore petugas
salam,hai,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hai
salam,selamat sore,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore
salam,selamat siang cs,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang cs
salam,hello,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hello
salam,selamat pagi butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi butuh informasi
salam,sore admin minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",sore admin minta tolong
salam,selamat sore call center butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore call center butuh informasi
salam,permisi customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi customer service
salam,selamat sore mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore mohon bantuan
salam,selamat pagi cs butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi cs butuh informasi
salam,pagi customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",pagi customer service
salam,selamat siang cs minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang cs minta tolong
salam,selamat siang admin apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang admin apakah bisa dibantu
salam,malam pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam pln
salam,selamat malam pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam pln
salam,salam,"Halo, ada yang bisa saya bantu terkait layanan PLN?",salam
salam,malam cs,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam cs
salam,malam admin,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam admin
salam,pagi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",pagi
salam,hello customer service mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hello customer service mohon bantuan
salam,siang,"Halo, ada yang bisa saya bantu terkait layanan PLN?",siang
salam,selamat pagi petugas apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi petugas apakah bisa dibantu
salam,pagi petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",pagi petugas
salam,selamat malam call center minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam call center minta tolong
salam,selamat sore apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore apakah bisa dibantu
salam,permisi petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi petugas
salam,selamat pagi pln apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi pln apakah bisa dibantu
salam,selamat sore cs apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore cs apakah bisa dibantu
salam,malam,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam
salam,permisi admin,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi admin
salam,pagi admin,"Halo, ada yang bisa saya bantu terkait layanan PLN?",pagi admin
salam,assalamualaikum pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum pln
salam,selamat malam mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam mau tanya
salam,sore cs,"Halo, ada yang bisa saya bantu terkait layanan PLN?",sore cs
salam,pagi pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",pagi pln
salam,permisi cs,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi cs
salam,selamat pagi cs mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi cs mau tanya
salam,hello call center mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hello call center mohon bantuan
salam,pagi call center,"Halo, ada yang bisa saya bantu terkait layanan PLN?",pagi call center
salam,selamat siang petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang petugas
salam,halo customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",halo customer service
salam,siang customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",siang customer service
salam,selamat siang admin butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang admin butuh informasi
salam,selamat malam customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam customer service
salam,selamat malam admin mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam admin mohon bantuan
salam,siang pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",siang pln
salam,assalamualaikum call center,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum call center
salam,permisi call center mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi call center mohon bantuan
salam,sore,"Halo, ada yang bisa saya bantu terkait layanan PLN?",sore
salam,selamat malam,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam
salam,malam call center,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam call center
salam,halo pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",halo pln
salam,selamat malam call center butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam call center butuh informasi
salam,siang call center,"Halo, ada yang bisa saya bantu terkait layanan PLN?",siang call center
salam,malam petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam petugas
salam,selamat pagi call center minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi call center minta tolong
salam,selamat pagi petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi petugas
salam,selamat siang,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang
salam,assalamualaikum customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum customer service
salam,siang admin,"Halo, ada yang bisa saya bantu terkait layanan PLN?",siang admin
salam,siang cs,"Halo, ada yang bisa saya bantu terkait layanan PLN?",siang cs
salam,assalamualaikum,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum
salam,permisi call center,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi call center
salam,selamat malam customer service butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam customer service butuh informasi
salam,permisi call center butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi call center butuh informasi
salam,assalamualaikum cs,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum cs
salam,permisi pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi pln
salam,salam admin,"Halo, ada yang bisa saya bantu terkait layanan PLN?",salam admin
salam,selamat pagi call center,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi call center
salam,selamat malam butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam butuh informasi
salam,selamat pagi petugas butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi petugas butuh informasi
salam,selamat sore admin ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore admin ada yang ingin ditanyakan
salam,selamat siang admin ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang admin ada yang ingin ditanyakan
salam,selamat pagi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi
salam,selamat sore admin apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore admin apakah bisa dibantu
salam,halo admin ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",halo admin ada yang ingin ditanyakan
salam,selamat pagi apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi apakah bisa dibantu
salam,selamat siang call center butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang call center butuh informasi
salam,hello pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hello pln
salam,selamat pagi pln mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi pln mau tanya
salam,malam admin butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam admin butuh informasi
salam,assalamualaikum petugas minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum petugas minta tolong
salam,malam customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam customer service
salam,sore call center,"Halo, ada yang bisa saya bantu terkait layanan PLN?",sore call center
salam,selamat siang call center minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang call center minta tolong
salam,halo pln butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",halo pln butuh informasi
salam,siang petugas minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",siang petugas minta tolong
salam,selamat siang apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang apakah bisa dibantu
salam,selamat pagi customer service ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi customer service ada yang ingin ditanyakan
salam,hai butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hai butuh informasi
salam,selamat malam cs,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam cs
salam,selamat malam cs mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam cs mohon bantuan
salam,selamat pagi customer service mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi customer service mohon bantuan
salam,permisi pln butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi pln butuh informasi
salam,selamat pagi admin ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi admin ada yang ingin ditanyakan
salam,selamat siang pln ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang pln ada yang ingin ditanyakan
salam,selamat siang customer service ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang customer service ada yang ingin ditanyakan
salam,selamat sore petugas apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore petugas apakah bisa dibantu
salam,siang petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",siang petugas
salam,selamat malam call center ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam call center ada yang ingin ditanyakan
salam,selamat siang petugas ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang petugas ada yang ingin ditanyakan
salam,selamat malam petugas minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam petugas minta tolong
salam,selamat siang call center ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang call center ada yang ingin ditanyakan
salam,selamat sore customer service butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore customer service butuh informasi
salam,selamat siang pln,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang pln
salam,selamat pagi call center mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi call center mau tanya
salam,selamat sore pln ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore pln ada yang ingin ditanyakan
salam,hai admin,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hai admin
salam,selamat malam pln mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam pln mohon bantuan
salam,selamat siang customer service minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang customer service minta tolong
salam,permisi call center mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",permisi call center mau tanya
salam,selamat sore mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore mau tanya
salam,selamat malam petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam petugas
salam,selamat pagi admin apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi admin apakah bisa dibantu
salam,selamat malam cs minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam cs minta tolong
salam,selamat sore customer service ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore customer service ada yang ingin ditanyakan
salam,selamat pagi customer service minta tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi customer service minta tolong
salam,selamat sore admin,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore admin
salam,selamat siang petugas butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang petugas butuh informasi
salam,selamat siang customer service apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat siang customer service apakah bisa dibantu
salam,hai customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hai customer service
salam,selamat sore petugas mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat sore petugas mau tanya
salam,hai cs,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hai cs
salam,selamat malam customer service apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam customer service apakah bisa dibantu
salam,hai customer service ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",hai customer service ada yang ingin ditanyakan
salam,assalamualaikum admin,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum admin
salam,halo,"Halo, ada yang bisa saya bantu terkait layanan PLN?",halo
salam,salam customer service ada yang ingin ditanyakan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",salam customer service ada yang ingin ditanyakan
salam,selamat malam admin mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam admin mau tanya
salam,selamat malam call center mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat malam call center mohon bantuan
salam,assalamualaikum call center apakah bisa dibantu,"Halo, ada yang bisa saya bantu terkait layanan PLN?",assalamualaikum call center apakah bisa dibantu
salam,selamat pagi admin mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN?",selamat pagi admin mau tanya
salam,malam call center butuh informasi,"Halo, ada yang bisa saya bantu terkait layanan PLN?",malam call center butuh informasi
salam,salam petugas,"Halo, ada yang bisa saya bantu terkait layanan PLN?",salam petugas
salam,pagi customer service mohon bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN?",pagi customer service mohon bantuan
