intent,pertanyaan,jawaban,pertanyaan_clean
pengaduan,seberapa darurat komplain kwh tidak bertambah via website PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",seberapa darurat komplain kwh tidak bertambah via website pln
pengaduan,"Admin, di mana melihat status pengaduan via website PLN?","Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",admin di mana melihat status pengaduan via website pln
pengaduan,apa cara pengaduan di PLN Mobile via PLN Mobile di depok?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",apa cara pengaduan di pln mobile via pln mobile di depok
pengaduan,tahapan alur laporan dari pembuatan sampai penyelesaian?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",tahapan alur laporan dari pembuatan sampai penyelesaian
pengaduan,butuh foto untuk aduan di kantor PLN?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",butuh foto untuk aduan di kantor pln
pengaduan,di mana melihat progres pengaduan di PLN Mobile?,"Untuk pengaduan, gunakan PLN Mobile (menu Pengaduan) atau hubungi 123. Sertakan ID pelanggan/nomor meter, alamat lengkap, detail kendala, serta foto bila perlu. Status penanganan dapat dipantau di aplikasi.",di mana melihat progres pengaduan di pln mobile
salam,assalamualaikum petugas,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",assalamualaikum petugas
salam,sore customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",sore customer service
salam,selamat siang minta tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang minta tolong
salam,sore pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",sore pln
salam,permisi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi
salam,selamat siang cs butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang cs butuh informasi
salam,sore petugas,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",sore petugas
salam,hai,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",hai
salam,selamat sore,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat sore
salam,selamat siang cs,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang cs
salam,hello,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",hello
salam,selamat pagi butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi butuh informasi
salam,sore admin minta tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",sore admin minta tolong
salam,selamat sore call center butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat sore call center butuh informasi
salam,permisi customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi customer service
salam,selamat sore mohon bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat sore mohon bantuan
salam,selamat pagi cs butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi cs butuh informasi
salam,pagi customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",pagi customer service
salam,selamat siang cs minta tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang cs minta tolong
salam,selamat siang admin apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang admin apakah bisa dibantu
salam,malam pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",malam pln
salam,selamat malam pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam pln
salam,salam,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",salam
salam,malam cs,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",malam cs
salam,malam admin,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",malam admin
salam,pagi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",pagi
salam,hello customer service mohon bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",hello customer service mohon bantuan
salam,siang,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",siang
salam,selamat pagi petugas apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi petugas apakah bisa dibantu
salam,pagi petugas,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",pagi petugas
salam,selamat malam call center minta tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam call center minta tolong
salam,selamat sore apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat sore apakah bisa dibantu
salam,permisi petugas,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi petugas
salam,selamat pagi pln apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi pln apakah bisa dibantu
salam,selamat sore cs apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat sore cs apakah bisa dibantu
salam,malam,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",malam
salam,permisi admin,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi admin
salam,pagi admin,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",pagi admin
salam,assalamualaikum pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",assalamualaikum pln
salam,selamat malam mau tanya,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam mau tanya
salam,sore cs,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",sore cs
salam,pagi pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",pagi pln
salam,permisi cs,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi cs
salam,selamat pagi cs mau tanya,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi cs mau tanya
salam,hello call center mohon bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",hello call center mohon bantuan
salam,pagi call center,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",pagi call center
salam,selamat siang petugas,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang petugas
salam,halo customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",halo customer service
salam,siang customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",siang customer service
salam,selamat siang admin butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang admin butuh informasi
salam,selamat malam customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam customer service
salam,selamat malam admin mohon bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam admin mohon bantuan
salam,siang pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",siang pln
salam,assalamualaikum call center,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",assalamualaikum call center
salam,permisi call center mohon bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi call center mohon bantuan
salam,sore,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",sore
salam,selamat malam,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam
salam,malam call center,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",malam call center
salam,halo pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",halo pln
salam,selamat malam call center butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam call center butuh informasi
salam,siang call center,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",siang call center
salam,malam petugas,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",malam petugas
salam,selamat pagi call center minta tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi call center minta tolong
salam,selamat pagi petugas,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi petugas
salam,selamat siang,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang
salam,assalamualaikum customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",assalamualaikum customer service
salam,siang admin,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",siang admin
salam,siang cs,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",siang cs
salam,assalamualaikum,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",assalamualaikum
salam,permisi call center,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi call center
salam,selamat malam customer service butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam customer service butuh informasi
salam,permisi call center butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi call center butuh informasi
salam,assalamualaikum cs,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",assalamualaikum cs
salam,permisi pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi pln
salam,salam admin,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",salam admin
salam,selamat pagi call center,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi call center
salam,selamat malam butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam butuh informasi
salam,selamat pagi petugas butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi petugas butuh informasi
salam,selamat sore admin ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat sore admin ada yang ingin ditanyakan
salam,selamat siang admin ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang admin ada yang ingin ditanyakan
salam,selamat pagi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi
salam,selamat sore admin apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat sore admin apakah bisa dibantu
salam,halo admin ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",halo admin ada yang ingin ditanyakan
salam,selamat pagi apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi apakah bisa dibantu
salam,selamat siang call center butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang call center butuh informasi
salam,hello pln,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",hello pln
salam,selamat pagi pln mau tanya,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi pln mau tanya
salam,malam admin butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",malam admin butuh informasi
salam,assalamualaikum petugas minta tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",assalamualaikum petugas minta tolong
salam,malam customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",malam customer service
salam,sore call center,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",sore call center
salam,selamat siang call center minta tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang call center minta tolong
salam,halo pln butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",halo pln butuh informasi
salam,siang petugas minta tolong,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",siang petugas minta tolong
salam,selamat siang apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang apakah bisa dibantu
salam,selamat pagi customer service ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi customer service ada yang ingin ditanyakan
salam,hai butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",hai butuh informasi
salam,selamat malam cs,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam cs
salam,selamat malam cs mohon bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam cs mohon bantuan
salam,selamat pagi customer service mohon bantuan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi customer service mohon bantuan
salam,permisi pln butuh informasi,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",permisi pln butuh informasi
salam,selamat pagi admin ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat pagi admin ada yang ingin ditanyakan
salam,selamat siang pln ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang pln ada yang ingin ditanyakan
salam,selamat siang customer service ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang customer service ada yang ingin ditanyakan
salam,selamat sore petugas apakah bisa dibantu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat sore petugas apakah bisa dibantu
salam,siang petugas,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",siang petugas
salam,selamat malam call center ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat malam call center ada yang ingin ditanyakan
salam,selamat siang petugas ada yang ingin ditanyakan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui?",selamat siang petugas ada yang ingin ditanyakan
